,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Sid,ライン番号,発話文番号,発話文終了,話者,発       話       内       容,,コーディング項目2,コーディング項目3,コーディング項目4,コーディング項目5,コーディング項目6,コーディング項目7,コーディング項目8,コーディング項目9,コーディング項目10,コーディング項目11,コーディング項目12,コーディング項目13,コーディング項目14,コーディング項目15,コーディング項目16,コーディング項目17,コーディング項目18,コーディング項目19,コーディング項目20,
,,1,513,486,*,JF012,行きたいの?<笑いながら>。,,,,,,,,,,,,,,,,,,,,,
,,2,514,487,*,JF011,行きたくない<笑いながら>[この間、JF012はずっと笑っている]。,,,,,,,,,,,,,,,,,,,,,
,,2,515,488,*,JF011,例えばのはなし<笑いながら>[この間、JF012はずっと笑っている]。,,,,,,,,,,,,,,,,,,,,,
,,1,516,489,*,JF012,ありなの?<笑いながら>。,,,,,,,,,,,,,,,,,,,,,
,,2,517,490,*,JF011,わっかんな<笑いながら>。,,,,,,,,,,,,,,,,,,,,,
,,1,518,491,*,JF012,1人のときに何をやって。,,,,,,,,,,,,,,,,,,,,,
,,2,519,492,*,JF011,そう<笑いながら>。,,,,,,,,,,,,,,,,,,,,,
,,1,520,493,*,JF012,<メールして>{<}。,,,,,,,,,,,,,,,,,,,,,
,,2,521,494-1,/,JF011,"<相手の携帯>{>}を,,",,,,,,,,,,,,,,,,,,,,,
,,1,522,495,*,JF012,<メー>{<}<笑いながら>【【。,,,,,,,,,,,,,,,,,,,,,
,,2,523,494-2,*,JF011,】】<見る>{>}とか<笑いながら><2人で大笑い>。,,,,,,,,,,,,,,,,,,,,,
,,2,524,496,*,JF011,ありえないね、ほんと。,,,,,,,,,,,,,,,,,,,,,
,,1,525,497,*,JF012,アイス買ってくんのもなしだよね<2人で笑い>。,,,,,,,,,,,,,,,,,,,,,
,,2,526,498,*,JF011,ほんとだよ<笑いながら>。,,,,,,,,,,,,,,,,,,,,,
,,2,527,499,*,JF011,こぼしたり、ここら辺<笑いながら>(<大きな笑い>)。,,,,,,,,,,,,,,,,,,,,,
,,2,528,500,*,JF011,ぺちょっとかいって<笑いながら><2人で笑い>。,,,,,,,,,,,,,,,,,,,,,
,,2,529,501,*,JF011,一部始終撮られてんの<笑い>。,,,,,,,,,,,,,,,,,,,,,
,,1,530,502,*,JF012,あ、これ友達の犬。,,,,,,,,,,,,,,,,,,,,,
,,2,531,503,*,JF011,えー、かわいいー。,,,,,,,,,,,,,,,,,,,,,
,,1,532,504,*,JF012,かわいいっしょ。,,,,,,,,,,,,,,,,,,,,,
,,2,533,505,*,JF011,ブルドック[↑]、かなー。,,,,,,,,,,,,,,,,,,,,,
,,1,534,506,*,JF012,うん、わかんないんだけど、眉毛とアイラインを書いちゃった(<大きな笑い>)りして<2人で笑い>。,,,,,,,,,,,,,,,,,,,,,
,,2,535,507,*,JF011,やっぱり<笑いながら>。,,,,,,,,,,,,,,,,,,,,,
,,1,536,508,*,JF012,うん<笑いながら>。,,,,,,,,,,,,,,,,,,,,,
,,2,537,509,*,JF011,これ、目、やっぱそうだよね?。,,,,,,,,,,,,,,,,,,,,,
,,1,538,510,*,JF012,でかいー、よね。,,,,,,,,,,,,,,,,,,,,,
,,1,539,511,*,JF012,おかしいよね。,,,,,,,,,,,,,,,,,,,,,
,,2,540,512,*,JF011,うん、眉毛がおかしいね、何か。,,,,,,,,,,,,,,,,,,,,,
,,1,541,513,*,JF012,うん。,,,,,,,,,,,,,,,,,,,,,
,,2,542,514,*,JF011,かーわいいー。,,,,,,,,,,,,,,,,,,,,,
,,2,543,515,*,JF011,何か、すごい、ちょっとセクシーに<なってる>{<}。,,,,,,,,,,,,,,,,,,,,,
,,1,544,516,*,JF012,<ねー>{>}。,,,,,,,,,,,,,,,,,,,,,
,,1,545,517,*,JF012,<チャーっていうの>{<}。,,,,,,,,,,,,,,,,,,,,,
,,2,546,518,*,JF011,<ブサイクセクシーだ>{>}って。,,,,,,,,,,,,,,,,,,,,,
,,1,547,519,*,JF012,チャー?。,,,,,,,,,,,,,,,,,,,,,
,,2,548,520,*,JF011,チャー。,,,,,,,,,,,,,,,,,,,,,
,,2,549,521,*,JF011,<へー>{<}。,,,,,,,,,,,,,,,,,,,,,
,,1,550,522,*,JF012,<名前>{>}が。,,,,,,,,,,,,,,,,,,,,,
,,2,551,523,*,JF011,かわいい<笑いながら>[「か」は「こ」に近い]。,,,,,,,,,,,,,,,,,,,,,
,,1,552,524,*,JF012,ふっふっふ<笑い>、和みキャラなの。,,,,,,,,,,,,,,,,,,,,,
,,2,553,525,*,JF011,ほんとだー。,,,,,,,,,,,,,,,,,,,,,
,,1,554,526,*,JF012,これは見せるべきかな?。,,,,,,,,,,,,,,,,,,,,,
,,2,555,527,*,JF011,何、何?。,,,,,,,,,,,,,,,,,,,,,
,,1,556,528,*,JF012,カメラに<笑い>。,,,,,,,,,,,,,,,,,,,,,
,,1,557,529,*,JF012,“これだよこれ”[おどけた口調で]。,,,,,,,,,,,,,,,,,,,,,
,,2,558,530,*,JF011,これ、カメラついてんの?。,,,,,,,,,,,,,,,,,,,,,
,,1,559,531,*,JF012,ついてなーい。,,,,,,,,,,,,,,,,,,,,,
,,1,560,532,*,JF012,送ってもらっただけ。,,,,,,,,,,,,,,,,,,,,,
,,2,561,533,*,JF011,あ、そうなんだ。,,,,,,,,,,,,,,,,,,,,,
,,1,562,534,*,JF012,うーん。,,,,,,,,,,,,,,,,,,,,,
,,2,563,535,*,JF011,かわいらしい。,,,,,,,,,,,,,,,,,,,,,
,,2,564,536,*,JF011,いいなー。,,,,,,,,,,,,,,,,,,,,,
,,1,565,537,*,JF012,写真部どうよ?。,,,,,,,,,,,,,,,,,,,,,
,,2,566,538,*,JF011,あ、面白いわ。,,,,,,,,,,,,,,,,,,,,,
,,1,567,539,*,JF012,ほんと。,,,,,,,,,,,,,,,,,,,,,
,,2,568,540,*,JF011,うん。,,,,,,,,,,,,,,,,,,,,,
,,1,569,541,*,JF012,そっか。,,,,,,,,,,,,,,,,,,,,,
,,2,570,542-1,/,JF011,"1<年生の>{<},,",,,,,,,,,,,,,,,,,,,,,
,,1,571,543,*,JF012,<超楽しい>{>}。,,,,,,,,,,,,,,,,,,,,,
,,2,572,542-2,/,JF011,"<ねー>{<},,",,,,,,,,,,,,,,,,,,,,,
,,1,573,544,*,JF012,<あ>{>}。,,,,,,,,,,,,,,,,,,,,,
,,2,574,542-3,*,JF011,「人名7」さん。,,,,,,,,,,,,,,,,,,,,,
,,1,575,545,*,JF012,知らなー<い>{<}。,,,,,,,,,,,,,,,,,,,,,
,,2,576,546,*,JF011,<知>{>}らないか。,,,,,,,,,,,,,,,,,,,,,
,,2,577,547,*,JF011,あんま行ってないんだよね。,,,,,,,,,,,,,,,,,,,,,
,,2,578,548,*,JF011,こういう四角い眼鏡かけた女の子なんだけどー(うん)、彼女も写真やってたのかな。,,,,,,,,,,,,,,,,,,,,,
,,2,579,549,*,JF011,でー(うん)、私のい、いっこ上だったかな、1年生なんだけど、いっこ上なんだよ、確か、学年。,,,,,,,,,,,,,,,,,,,,,
,,1,580,550,*,JF012,あ、「人名7名前」さんて人?。,,,,,,,,,,,,,,,,,,,,,
,,2,581,551,*,JF011,ううん。,,,,,,,,,,,,,,,,,,,,,
,,1,582,552,*,JF012,「人名7フルネーム」さんて。,,,,,,,,,,,,,,,,,,,,,
,,2,583,553,*,JF011,あ、そうかもしれない。,,,,,,,,,,,,,,,,,,,,,
,,1,584,554,*,JF012,あ、そうだ、そうだ。,,,,,,,,,,,,,,,,,,,,,
,,1,585,555,*,JF012,この前会った。,,,,,,,,,,,,,,,,,,,,,
,,1,586,556-1,/,JF012,"そう、それでー(うんうん)、「人名5」とかさー(うん),,",,,,,,,,,,,,,,,,,,,,,
,,2,587,557,*,JF011,<あ、そっかそっかそっか>{<}。,,,,,,,,,,,,,,,,,,,,,
,,1,588,556-2,*,JF012,<なんか、いろんな話をね>{>}、<いっぱい聞いたんだよー>{<}。,,,,,,,,,,,,,,,,,,,,,
,,2,589,558,*,JF011,<あ、そういうことね>{>}。,,,,,,,,,,,,,,,,,,,,,
,,1,590,559,*,JF012,<タメ、タメタメ>{<}。,,,,,,,,,,,,,,,,,,,,,
,,2,591,560,*,JF011,<あ、その子か>{>}。,,,,,,,,,,,,,,,,,,,,,
,,2,592,561,*,JF011,うそ[少し驚いたように]。,,,,,,,,,,,,,,,,,,,,,
,,1,593,562,*,JF012,うちらとタメだった。,,,,,,,,,,,,,,,,,,,,,
,,2,594,563,*,JF011,うそ、<うそ、うそ>{<}。,,,,,,,,,,,,,,,,,,,,,
,,1,595,564,*,JF012,<あ、>{>}うそ。,,,,,,,,,,,,,,,,,,,,,
,,1,596,565,*,JF012,23とか言ってたよ。,,,,,,,,,,,,,,,,,,,,,
,,2,597,566,*,JF011,そうだけどー、<いっこ上の23>{<}。,,,,,,,,,,,,,,,,,,,,,
,,1,598,567,*,JF012,<あ、いっこ上の23か>{>}。,,,,,,,,,,,,,,,,,,,,,
,,2,599,568,*,JF011,そうそう、学年は。,,,,,,,,,,,,,,,,,,,,,
,,1,600,569,*,JF012,あ、そっかそっか。,,,,,,,,,,,,,,,,,,,,,
,,1,601,570,*,JF012,そう、あの人だった。,,,,,,,,,,,,,,,,,,,,,
,,1,602,571,*,JF012,そう、今度夏パ来るって言ってた。,,,,,,,,,,,,,,,,,,,,,
,,2,603,572,*,JF011,あ、ほんとにー。,,,,,,,,,,,,,,,,,,,,,
,,1,604,573,*,JF012,うん。,,,,,,,,,,,,,,,,,,,,,
,,2,605,574,*,JF011,彼女はだいぶ、使い、づらいって言ってたけどねー、暗室。,,,,,,,,,,,,,,,,,,,,,
,,1,606,575,*,JF012,あ、ほんと。,,,,,,,,,,,,,,,,,,,,,
,,2,607,576,*,JF011,うん。,,,,,,,,,,,,,,,,,,,,,
,,2,608,577,*,JF011,ちょっとー、気まずかった、なんか。,,,,,,,,,,,,,,,,,,,,,
,,1,609,578,*,JF012,なん、なんで。,,,,,,,,,,,,,,,,,,,,,
,,2,610,579-1,/,JF011,"なん<か>{<},,",,,,,,,,,,,,,,,,,,,,,
,,1,611,580,*,JF012,<なん>{>}で。,,,,,,,,,,,,,,,,,,,,,
,,1,612,581-1,/,JF012,"何であんな、“何も写真のこと分かってないような人が建てたみたいな暗室んなっちゃってんの?”とか言われて,,",,,,,,,,,,,,,,,,,,,,,
,,1,613,581-2,*,JF012,え、<そうなの?>{<}。,,,,,,,,,,,,,,,,,,,,,
,,2,614,579-2,*,JF011,<一応、私とか>{>}「人名1」が、見て(うん)関わったのにー(うん)<笑い>。,,,,,,,,,,,,,,,,,,,,,
,,1,615,582,*,JF012,<え、そうなの?>{<}。,,,,,,,,,,,,,,,,,,,,,
,,2,616,583,*,JF011,<なんか、わたし>{>}がやったんならまだ、しもー(うん)、なんか、“「人名1」とかやったのにな”とか<思って>{<}。,,,,,,,,,,,,,,,,,,,,,
,,1,617,584,*,JF012,<えーー>{>}。,,,,,,,,,,,,,,,,,,,,,
,,2,618,585,*,JF011,ちょっと何も言えなかった。,,,,,,,,,,,,,,,,,,,,,
,,2,619,586,*,JF011,<知らないから>{<}<軽く笑いながら>。,,,,,,,,,,,,,,,,,,,,,
,,1,620,587,*,JF012,<えー、でも>{>}さー(うん)、え、ああいう順路でいいじゃんね。,,,,,,,,,,,,,,,,,,,,,
,,2,621,588,*,JF011,まーね。,,,,,,,,,,,,,,,,,,,,,
,,2,622,589,*,JF011,なんか、そん<なにまちが>{<}【【。,,,,,,,,,,,,,,,,,,,,,
,,1,623,590,*,JF012,】】<いかんの?>{>}。,,,,,,,,,,,,,,,,,,,,,
,,2,624,591,*,JF011,だって、ほんとに任せたら、ほんとにひどいことになってたのね。,,,,,,,,,,,,,,,,,,,,,
,,1,625,592,*,JF012,うんうんうん。,,,,,,,,,,,,,,,,,,,,,
,,2,626,593,*,JF011,だ、それよりはよくなったしー(うんうん)。,,,,,,,,,,,,,,,,,,,,,
,,1,627,594,*,JF012,<せ>{<}【【。,,,,,,,,,,,,,,,,,,,,,
,,2,628,595,*,JF011,】】<や>{>}っぱ、ユニットでつくるからー、なんか、予算の、<こともあるしね>{<}。,,,,,,,,,,,,,,,,,,,,,
,,1,629,596-1,/,JF012,"<仕方ない>{>}よねー,,",,,,,,,,,,,,,,,,,,,,,
,,2,630,597,*,JF011,そうそう<そうそう>{<}。,,,,,,,,,,,,,,,,,,,,,
,,1,631,596-2,*,JF012,<あの>{>}スペースなら。,,,,,,,,,,,,,,,,,,,,,
,,2,632,598,*,JF011,それは言った‘ゆった’。,,,,,,,,,,,,,,,,,,,,,
,,1,633,599,*,JF012,ベストだよね。,,,,,,,,,,,,,,,,,,,,,
,,2,634,600,*,JF011,うーん。,,,,,,,,,,,,,,,,,,,,,
,,2,635,601,*,JF011,まー、写真学校じゃねーしなー。,,,,,,,,,,,,,,,,,,,,,
,,1,636,602,*,JF012,そーそー。,,,,,,,,,,,,,,,,,,,,,
,,2,637,603,*,JF011,ねー<笑いながら>。,,,,,,,,,,,,,,,,,,,,,
,,1,638,604,*,JF012,そーよー、だったら自分の、部屋にでもー<少し笑いながら>。,,,,,,,,,,,,,,,,,,,,,
,,2,639,605,*,JF011,そうそうそうそう。,,,,,,,,,,,,,,,,,,,,,
,,2,640,606-1,/,JF011,"だから,,",,,,,,,,,,,,,,,,,,,,,
,,1,641,607,*,JF012,ね。,,,,,,,,,,,,,,,,,,,,,
,,2,642,606-2,*,JF011,うん。,,,,,,,,,,,,,,,,,,,,,
,,2,643,608,*,JF011,それも言った。,,,,,,,,,,,,,,,,,,,,,
,,2,644,609,*,JF011,毎年うまい人がいてー(うん)、そういう人は必ず家に持ってるとか言ってね。,,,,,,,,,,,,,,,,,,,,,
,,1,645,610,*,JF012,うん。,,,,,,,,,,,,,,,,,,,,,
,,1,646,611,*,JF012,“うーん、そうだろうねー”とか言ってたけど。,,,,,,,,,,,,,,,,,,,,,
,,1,647,612,*,JF012,うーん。,,,,,,,,,,,,,,,,,,,,,
,,1,648,613,*,JF012,え、<あの子>{<}【【。,,,,,,,,,,,,,,,,,,,,,
,,2,649,614,*,JF011,】】<まー>{>}、試し焼きとか、あれ程度にはできるからね。,,,,,,,,,,,,,,,,,,,,,
,,1,650,615,*,JF012,そうか。,,,,,,,,,,,,,,,,,,,,,
,,2,651,616,*,JF011,うーん、使えなくはないから。,,,,,,,,,,,,,,,,,,,,,
,,1,652,617,*,JF012,あの人。,,,,,,,,,,,,,,,,,,,,,
,,2,653,618,*,JF011,まー、そりゃー、ねー、写真で食べるような人はあんなとこではやんないと<笑い>(<笑い>)思うから。,,,,,,,,,,,,,,,,,,,,,
,,1,654,619,*,JF012,やれないだろうなー。,,,,,,,,,,,,,,,,,,,,,
,,1,655,620,*,JF012,埃いっぱいつくしね<2人で笑い>。,,,,,,,,,,,,,,,,,,,,,
,,1,656,621,*,JF012,あはは<わざと言葉にした乾いた笑い>。,,,,,,,,,,,,,,,,,,,,,
,,2,657,622,*,JF011,そー、部屋の温度(そー)調節もできないし。,,,,,,,,,,,,,,,,,,,,,
,,1,658,623,*,JF012,うーん。,,,,,,,,,,,,,,,,,,,,,
,,2,659,624,*,JF011,ね。,,,,,,,,,,,,,,,,,,,,,
,,1,660,625,*,JF012,あの子、こーいよ。,,,,,,,,,,,,,,,,,,,,,
,,2,661,626,*,JF011,濃い?。,,,,,,,,,,,,,,,,,,,,,
,,1,662,627,*,JF012,うん。,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
